"Raca","Sexo","EstadoCivil","NumPessoasFam","IdadeAnos","RendTrabPrinc","RendTrabDemais","RendOutrasFontes"
"Branca","Masculino","Solteiro(a)",7,25,350,0,0
"Parda","Feminino","Solteiro(a)",4,36,200,50,0
"Branca","Masculino","Solteiro(a)",6,31,250,0,0
"Parda","Masculino","Solteiro(a)",3,32,500,0,0
"Preta","Feminino","Solteiro(a)",3,31,250,0,0
"Parda","Feminino","Solteiro(a)",3,38,510,0,0
"Branca","Feminino","Solteiro(a)",3,43,510,0,0
"Parda","Feminino","Solteiro(a)",4,45,510,0,0
"Parda","Masculino","Solteiro(a)",4,33,510,0,0
"Branca","Masculino","Solteiro(a)",3,24,100,0,0
"Branca","Feminino","Solteiro(a)",3,27,400,0,0
"Branca","Feminino","Solteiro(a)",5,30,510,0,0
"Parda","Feminino","Solteiro(a)",5,21,510,0,0
"Parda","Masculino","Solteiro(a)",5,25,500,0,0
"Preta","Masculino","Solteiro(a)",3,31,510,0,0
"Preta","Feminino","Solteiro(a)",3,31,510,0,0
"Branca","Masculino","Solteiro(a)",3,19,510,0,0
"Parda","Feminino","Solteiro(a)",7,32,510,0,0
"Parda","Feminino","Solteiro(a)",3,19,500,0,0
"Branca","Feminino","Solteiro(a)",1,55,510,0,0
"Branca","Feminino","Solteiro(a)",3,37,300,0,0
"Branca","Masculino","Solteiro(a)",5,37,480,0,0
"Parda","Feminino","Solteiro(a)",9,21,50,0,0
"Parda","Feminino","Solteiro(a)",5,59,510,0,0
"Parda","Feminino","Solteiro(a)",3,47,450,0,0
"Parda","Feminino","Solteiro(a)",2,44,420,0,0
"Preta","Masculino","Solteiro(a)",2,25,500,0,0
"Parda","Masculino","Solteiro(a)",7,21,300,0,0
"Branca","Feminino","Solteiro(a)",3,55,200,0,0
"Branca","Masculino","Solteiro(a)",4,18,510,0,0
"Parda","Feminino","Solteiro(a)",4,23,510,0,0
"Parda","Feminino","Solteiro(a)",4,28,200,0,0
"Parda","Feminino","Solteiro(a)",3,24,510,0,0
"Parda","Feminino","Solteiro(a)",3,21,350,0,0
"Branca","Masculino","Solteiro(a)",5,18,500,0,0
"Parda","Feminino","Solteiro(a)",3,41,250,0,0
"Branca","Feminino","Solteiro(a)",2,18,200,0,0
"Branca","Masculino","Solteiro(a)",4,24,500,0,0
"Preta","Feminino","Solteiro(a)",5,20,510,0,0
"Parda","Feminino","Solteiro(a)",6,22,500,0,0
"Preta","Masculino","Solteiro(a)",6,40,500,0,0
"Parda","Feminino","Solteiro(a)",4,34,350,0,0
"Branca","Feminino","Solteiro(a)",5,36,500,0,0
"Parda","Masculino","Solteiro(a)",5,31,300,0,0
"Branca","Masculino","Solteiro(a)",5,28,300,0,0
"Preta","Masculino","Solteiro(a)",5,43,510,0,0
"Parda","Feminino","Solteiro(a)",2,46,510,0,0
"Branca","Masculino","Solteiro(a)",7,22,450,0,0
"Preta","Masculino","Solteiro(a)",4,40,500,0,0
"Branca","Masculino","Solteiro(a)",2,26,250,0,0
"Branca","Feminino","Solteiro(a)",4,22,150,0,0
"Parda","Feminino","Solteiro(a)",3,45,510,0,0
"Parda","Masculino","Solteiro(a)",3,32,510,0,0
"Parda","Masculino","Solteiro(a)",2,27,510,0,0
"Parda","Feminino","Solteiro(a)",4,33,400,0,0
"Parda","Feminino","Solteiro(a)",3,54,200,0,0
"Branca","Feminino","Solteiro(a)",2,26,200,0,0
"Parda","Feminino","Solteiro(a)",3,46,500,0,0
"Parda","Feminino","Solteiro(a)",4,37,510,0,0
"Branca","Feminino","Solteiro(a)",4,21,100,0,0
"Branca","Feminino","Solteiro(a)",3,47,510,0,0
"Preta","Feminino","Solteiro(a)",3,38,500,0,0
"Preta","Feminino","Solteiro(a)",3,22,510,0,0
"Branca","Feminino","Solteiro(a)",4,18,350,0,0
"Branca","Feminino","Solteiro(a)",3,20,510,0,0
"Parda","Masculino","Solteiro(a)",6,21,510,0,0
"Parda","Masculino","Solteiro(a)",5,25,500,0,0
"Branca","Masculino","Solteiro(a)",3,44,500,0,0
"Branca","Feminino","Solteiro(a)",5,23,510,0,0
"Parda","Feminino","Solteiro(a)",2,24,510,0,0
"Parda","Feminino","Solteiro(a)",2,20,450,0,0
"Parda","Masculino","Solteiro(a)",6,18,300,0,0
"Parda","Masculino","Solteiro(a)",3,23,400,0,0
"Preta","Masculino","Solteiro(a)",2,20,510,0,0
"Parda","Masculino","Solteiro(a)",2,25,510,0,0
"Branca","Feminino","Viúvo(a)",4,49,400,0,0
"Parda","Feminino","Viúvo(a)",5,48,200,0,0
"Parda","Feminino","Viúvo(a)",4,61,400,0,0
"Branca","Feminino","Viúvo(a)",3,55,350,150,0
"Branca","Feminino","Viúvo(a)",6,54,250,0,0
"Branca","Feminino","Casado(a)",3,33,500,0,0
"Preta","Masculino","Solteiro(a)",2,44,450,0,0
"Branca","Masculino","Solteiro(a)",4,35,510,0,0
"Preta","Feminino","Casado(a)",3,24,0,0,510
"Parda","Feminino","Desquitado(a)",6,50,0,0,500
"Parda","Feminino","Casado(a)",3,34,500,0,90
"Parda","Masculino","Casado(a)",3,45,500,0,90
"Branca","Masculino","Casado(a)",3,38,600,0,0
"Preta","Masculino","Casado(a)",4,53,600,0,0
"Parda","Masculino","Casado(a)",5,48,600,0,0
"Branca","Feminino","Casado(a)",3,36,600,0,0
"Branca","Masculino","Casado(a)",5,51,600,0,0
"Branca","Feminino","Casado(a)",5,56,600,0,0
"Branca","Masculino","Casado(a)",5,64,600,0,0
"Amarela","Feminino","Casado(a)",3,51,600,0,0
"Preta","Feminino","Casado(a)",6,32,560,0,0
"Preta","Masculino","Casado(a)",6,53,600,0,0
"Branca","Feminino","Casado(a)",5,42,600,0,0
"Parda","Masculino","Casado(a)",4,39,600,0,0
"Branca","Feminino","Casado(a)",4,41,600,0,0
"Branca","Masculino","Casado(a)",3,58,600,0,0
"Parda","Feminino","Casado(a)",7,44,600,0,0
"Branca","Feminino","Casado(a)",2,56,600,0,0
"Branca","Feminino","Desquitado(a)",4,57,600,0,0
"Branca","Feminino","Divorciado(a)",3,63,600,0,0
"Branca","Masculino","Solteiro(a)",4,19,600,0,0
"Branca","Masculino","Solteiro(a)",4,37,600,0,0
"Branca","Masculino","Solteiro(a)",3,26,600,0,0
"Parda","Feminino","Solteiro(a)",3,30,600,0,0
"Branca","Masculino","Solteiro(a)",4,18,600,0,0
"Branca","Masculino","Solteiro(a)",2,25,600,0,0
"Branca","Masculino","Solteiro(a)",5,45,600,0,0
"Branca","Masculino","Solteiro(a)",7,26,600,0,0
"Preta","Masculino","Solteiro(a)",5,21,600,0,0
"Parda","Masculino","Solteiro(a)",3,31,600,0,0
"Branca","Masculino","Solteiro(a)",4,22,600,0,0
"Branca","Masculino","Solteiro(a)",4,21,600,0,0
"Branca","Masculino","Solteiro(a)",4,24,600,0,0
"Parda","Masculino","Solteiro(a)",4,22,600,0,0
"Branca","Masculino","Solteiro(a)",4,31,600,0,0
"Branca","Masculino","Solteiro(a)",3,28,600,0,0
"Parda","Masculino","Casado(a)",3,29,600,0,0
"Parda","Feminino","Casado(a)",4,49,580,0,0
"Branca","Feminino","Casado(a)",2,40,600,0,0
"Branca","Masculino","Casado(a)",2,43,600,0,0
"Parda","Masculino","Casado(a)",3,37,600,0,0
"Parda","Feminino","Casado(a)",5,49,600,0,0
"Parda","Feminino","Casado(a)",3,57,600,0,0
"Parda","Feminino","Casado(a)",3,45,600,0,0
"Branca","Feminino","Casado(a)",4,34,600,0,0
"Parda","Masculino","Casado(a)",10,25,600,0,0
"Parda","Feminino","Casado(a)",10,23,600,0,0
"Branca","Masculino","Casado(a)",4,39,600,0,0
"Branca","Feminino","Casado(a)",4,28,600,0,0
"Branca","Masculino","Casado(a)",4,51,580,0,0
"Branca","Feminino","Casado(a)",4,35,600,0,0
"Preta","Masculino","Casado(a)",2,28,600,0,0
"Preta","Feminino","Casado(a)",2,33,600,0,0
"Branca","Feminino","Casado(a)",3,50,600,0,0
"Parda","Feminino","Casado(a)",3,26,600,0,0
"Branca","Feminino","Casado(a)",6,41,600,0,0
"Parda","Masculino","Casado(a)",7,51,600,0,0
"Parda","Masculino","Casado(a)",2,29,600,0,0
"Preta","Feminino","Casado(a)",5,36,600,0,0
"Branca","Feminino","Casado(a)",3,28,600,0,0
"Parda","Feminino","Casado(a)",4,45,600,0,0
"Preta","Feminino","Casado(a)",4,51,600,0,0
"Parda","Feminino","Casado(a)",5,44,600,0,0
"Branca","Masculino","Casado(a)",4,49,583,0,0
"Branca","Feminino","Casado(a)",7,39,600,0,0
"Parda","Masculino","Casado(a)",2,28,600,0,0
"Branca","Masculino","Casado(a)",3,28,600,0,0
"Parda","Feminino","Casado(a)",3,44,600,0,0
"Branca","Masculino","Casado(a)",1,25,515,0,0
"Parda","Feminino","Casado(a)",2,44,600,0,0
"Parda","Feminino","Casado(a)",5,29,600,0,0
"Branca","Feminino","Casado(a)",4,60,600,0,0
"Branca","Feminino","Casado(a)",3,22,600,0,0
"Branca","Feminino","Casado(a)",3,40,600,0,0
"Parda","Feminino","Casado(a)",4,35,600,0,0
"Branca","Feminino","Casado(a)",2,53,600,0,0
"Branca","Masculino","Casado(a)",2,55,600,0,0
"Parda","Masculino","Casado(a)",3,43,600,0,0
"Branca","Masculino","Casado(a)",4,51,600,0,0
"Parda","Feminino","Casado(a)",3,42,520,0,0
"Branca","Masculino","Casado(a)",3,29,600,0,0
"Parda","Masculino","Casado(a)",6,44,600,0,0
"Preta","Masculino","Casado(a)",5,48,600,0,0
"Branca","Feminino","Casado(a)",3,31,600,0,0
"Branca","Masculino","Casado(a)",2,36,600,0,0
"Parda","Masculino","Casado(a)",2,25,600,0,0
"Branca","Feminino","Casado(a)",4,36,600,0,0
"Parda","Feminino","Casado(a)",5,38,500,0,100
"Preta","Masculino","Casado(a)",4,45,560,0,0
"Parda","Feminino","Desquitado(a)",5,34,600,0,0
"Branca","Feminino","Desquitado(a)",2,29,600,0,0
"Branca","Feminino","Desquitado(a)",3,51,520,0,0
"Branca","Feminino","Divorciado(a)",3,48,600,0,0
"Branca","Masculino","Divorciado(a)",2,51,600,0,0
"Parda","Feminino","Divorciado(a)",3,48,600,0,0
"Parda","Feminino","Divorciado(a)",4,47,600,0,0
"Parda","Feminino","Divorciado(a)",3,42,580,0,0
"Parda","Feminino","Solteiro(a)",2,33,600,0,0
"Branca","Feminino","Solteiro(a)",3,50,600,0,0
"Parda","Feminino","Solteiro(a)",2,34,600,0,0
"Branca","Feminino","Solteiro(a)",4,19,600,0,0
"Branca","Feminino","Solteiro(a)",4,41,600,0,0
"Preta","Feminino","Solteiro(a)",2,29,600,0,0
"Preta","Feminino","Solteiro(a)",3,32,600,0,0
"Branca","Masculino","Solteiro(a)",5,23,600,0,0
"Branca","Masculino","Solteiro(a)",6,18,600,0,0
"Branca","Masculino","Solteiro(a)",5,22,600,0,0
"Branca","Masculino","Solteiro(a)",5,25,600,0,0
"Branca","Feminino","Solteiro(a)",3,27,600,0,0
"Branca","Masculino","Solteiro(a)",5,21,600,0,0
"Branca","Feminino","Solteiro(a)",4,30,600,0,0
"Branca","Feminino","Solteiro(a)",3,30,600,0,0
"Branca","Feminino","Solteiro(a)",2,23,600,0,0
"Branca","Feminino","Solteiro(a)",3,20,600,0,0
"Branca","Feminino","Solteiro(a)",3,25,550,0,0
"Parda","Masculino","Solteiro(a)",2,22,600,0,0
"Parda","Masculino","Solteiro(a)",6,22,600,0,0
"Parda","Feminino","Solteiro(a)",4,29,600,0,0
"Parda","Feminino","Solteiro(a)",3,33,570,0,0
"Branca","Feminino","Solteiro(a)",3,21,600,0,0
"Parda","Feminino","Solteiro(a)",5,34,560,0,0
"Branca","Feminino","Solteiro(a)",5,37,600,0,0
"Parda","Feminino","Solteiro(a)",10,27,600,0,0
"Parda","Feminino","Solteiro(a)",10,23,600,0,0
"Parda","Feminino","Solteiro(a)",10,20,600,0,0
"Parda","Masculino","Solteiro(a)",10,25,600,0,0
"Parda","Feminino","Solteiro(a)",10,18,600,0,0
"Parda","Feminino","Solteiro(a)",10,23,600,0,0
"Parda","Feminino","Solteiro(a)",3,59,520,0,0
"Branca","Feminino","Solteiro(a)",4,18,560,0,0
"Branca","Masculino","Solteiro(a)",4,26,560,0,0
"Parda","Feminino","Solteiro(a)",4,19,600,0,0
"Parda","Feminino","Solteiro(a)",4,27,600,0,0
"Branca","Feminino","Solteiro(a)",4,28,600,0,0
"Preta","Masculino","Solteiro(a)",6,22,600,0,0
"Preta","Masculino","Solteiro(a)",6,24,550,0,0
"Branca","Masculino","Solteiro(a)",7,39,600,0,0
"Parda","Feminino","Solteiro(a)",4,30,600,0,0
"Parda","Feminino","Solteiro(a)",2,41,560,0,0
"Parda","Feminino","Solteiro(a)",4,29,580,0,0
"Branca","Masculino","Solteiro(a)",4,26,600,0,0
"Parda","Masculino","Solteiro(a)",2,19,600,0,0
"Parda","Feminino","Solteiro(a)",4,25,550,0,0
"Branca","Masculino","Solteiro(a)",5,23,600,0,0
"Branca","Feminino","Solteiro(a)",2,48,600,0,0
"Branca","Feminino","Solteiro(a)",6,23,600,0,0
"Preta","Masculino","Solteiro(a)",4,23,600,0,0
"Preta","Feminino","Solteiro(a)",6,29,530,0,0
"Parda","Feminino","Solteiro(a)",3,38,520,0,0
"Parda","Feminino","Solteiro(a)",6,23,570,0,0
"Branca","Masculino","Solteiro(a)",1,21,600,0,0
"Preta","Feminino","Solteiro(a)",3,34,600,0,0
"Preta","Feminino","Solteiro(a)",3,26,515,0,0
"Parda","Masculino","Solteiro(a)",1,28,520,0,0
"Branca","Feminino","Solteiro(a)",6,26,600,0,0
"Branca","Masculino","Solteiro(a)",3,21,600,0,0
"Parda","Feminino","Solteiro(a)",3,43,600,0,0
"Preta","Masculino","Solteiro(a)",6,28,570,0,0
"Preta","Masculino","Solteiro(a)",6,22,600,0,0
"Branca","Feminino","Solteiro(a)",2,22,600,0,0
"Parda","Masculino","Solteiro(a)",4,21,600,0,0
"Branca","Feminino","Solteiro(a)",3,30,600,0,0
"Branca","Feminino","Solteiro(a)",4,42,550,0,0
"Branca","Masculino","Solteiro(a)",6,39,600,0,0
"Branca","Masculino","Solteiro(a)",4,33,600,0,0
"Branca","Feminino","Solteiro(a)",5,19,550,0,0
"Parda","Masculino","Solteiro(a)",4,22,600,0,0
"Branca","Feminino","Solteiro(a)",4,41,600,0,0
"Branca","Feminino","Solteiro(a)",4,27,525,0,0
"Parda","Feminino","Solteiro(a)",4,18,590,0,0
"Branca","Feminino","Solteiro(a)",3,50,600,0,0
"Parda","Feminino","Solteiro(a)",2,26,600,0,0
"Parda","Feminino","Solteiro(a)",2,20,586,0,0
"Branca","Feminino","Solteiro(a)",2,47,600,0,0
"Branca","Masculino","Solteiro(a)",5,19,600,0,0
"Branca","Masculino","Solteiro(a)",3,33,600,0,0
"Parda","Masculino","Solteiro(a)",4,28,550,0,0
"Parda","Feminino","Solteiro(a)",4,31,600,0,0
"Preta","Feminino","Solteiro(a)",4,30,600,0,0
"Parda","Feminino","Solteiro(a)",4,25,600,0,0
"Branca","Masculino","Solteiro(a)",3,18,600,0,0
"Branca","Feminino","Solteiro(a)",3,20,600,0,0
"Parda","Masculino","Solteiro(a)",4,35,560,0,0
"Parda","Feminino","Solteiro(a)",3,36,520,0,0
"Branca","Feminino","Solteiro(a)",2,32,600,0,0
"Branca","Masculino","Solteiro(a)",4,32,600,0,0
"Branca","Masculino","Solteiro(a)",2,29,600,0,0
"Parda","Feminino","Solteiro(a)",6,44,600,0,0
"Branca","Feminino","Solteiro(a)",5,48,500,0,100
"Branca","Feminino","Solteiro(a)",2,25,600,0,0
"Parda","Feminino","Solteiro(a)",4,46,550,0,0
"Parda","Feminino","Solteiro(a)",4,32,600,0,0
"Branca","Masculino","Solteiro(a)",6,21,600,0,0
"Preta","Masculino","Solteiro(a)",2,48,560,0,0
"Parda","Feminino","Solteiro(a)",3,53,560,0,0
"Parda","Feminino","Solteiro(a)",3,25,600,0,0
"Parda","Feminino","Solteiro(a)",3,44,600,0,0
"Branca","Feminino","Solteiro(a)",3,47,600,0,0
"Parda","Masculino","Solteiro(a)",4,20,600,0,0
"Parda","Feminino","Solteiro(a)",8,64,600,0,0
"Parda","Masculino","Solteiro(a)",8,19,600,0,0
"Branca","Feminino","Solteiro(a)",4,20,600,0,0
"Branca","Feminino","Solteiro(a)",4,29,600,0,0
"Branca","Masculino","Solteiro(a)",4,20,550,0,0
"Branca","Masculino","Solteiro(a)",2,24,560,0,0
"Branca","Feminino","Solteiro(a)",5,21,600,0,0
"Parda","Feminino","Solteiro(a)",3,23,600,0,0
"Parda","Masculino","Solteiro(a)",4,33,600,0,0
"Parda","Masculino","Solteiro(a)",3,26,520,0,0
"Parda","Masculino","Solteiro(a)",5,20,600,0,0
"Parda","Feminino","Solteiro(a)",3,48,600,0,0
"Parda","Masculino","Solteiro(a)",6,19,600,0,0
"Branca","Masculino","Solteiro(a)",3,36,600,0,0
"Preta","Feminino","Solteiro(a)",4,36,600,0,0
"Branca","Masculino","Solteiro(a)",3,33,510,0,50
"Branca","Feminino","Solteiro(a)",5,24,600,0,0
"Branca","Feminino","Solteiro(a)",3,18,600,0,0
"Parda","Feminino","Solteiro(a)",3,39,600,0,0
"Branca","Feminino","Solteiro(a)",5,25,400,200,0
"Parda","Masculino","Solteiro(a)",3,20,560,0,0
"Branca","Masculino","Solteiro(a)",2,22,550,0,0
"Parda","Feminino","Solteiro(a)",2,24,600,0,0
"Parda","Feminino","Solteiro(a)",5,25,600,0,0
"Parda","Masculino","Solteiro(a)",5,19,600,0,0
"Parda","Feminino","Solteiro(a)",4,50,510,0,33
"Preta","Masculino","Solteiro(a)",3,20,600,0,0
"Preta","Feminino","Solteiro(a)",3,45,600,0,0
"Parda","Masculino","Solteiro(a)",5,30,600,0,0
"Branca","Feminino","Viúvo(a)",6,45,600,0,0
"Parda","Masculino","Viúvo(a)",10,31,600,0,0
"Parda","Feminino","Viúvo(a)",3,51,560,0,0
"Parda","Feminino","Viúvo(a)",3,56,511,0,0
"Parda","Feminino","Viúvo(a)",4,42,600,0,0
"Branca","Feminino","Casado(a)",2,56,600,0,0
"Parda","Masculino","Casado(a)",3,44,600,0,0
"Parda","Feminino","Casado(a)",3,44,600,0,0
"Parda","Feminino","Casado(a)",4,47,300,300,0
"Branca","Feminino","Casado(a)",5,48,500,0,44
"Branca","Masculino","Casado(a)",3,28,600,0,0
"Branca","Feminino","Casado(a)",4,31,600,0,0
"Parda","Masculino","Casado(a)",3,33,600,0,0
"Branca","Feminino","Casado(a)",1,60,600,0,0
"Branca","Feminino","Casado(a)",4,60,560,0,0
"Parda","Masculino","Casado(a)",4,58,600,0,0
"Branca","Masculino","Casado(a)",2,31,600,0,0
"Branca","Feminino","Casado(a)",3,46,600,0,0
"Parda","Feminino","Casado(a)",3,39,600,0,0
"Parda","Masculino","Casado(a)",5,50,570,0,0
"Parda","Feminino","Casado(a)",3,56,550,0,0
"Branca","Feminino","Divorciado(a)",2,51,600,0,0
"Branca","Masculino","Divorciado(a)",2,54,600,0,0
"Parda","Feminino","Divorciado(a)",3,44,600,0,0
"Parda","Masculino","Divorciado(a)",6,49,600,0,0
"Parda","Feminino","Divorciado(a)",3,36,511,0,0
"Branca","Masculino","Solteiro(a)",3,49,600,0,0
"Branca","Masculino","Solteiro(a)",3,24,600,0,0
"Preta","Masculino","Solteiro(a)",2,38,600,0,0
"Branca","Feminino","Solteiro(a)",2,18,600,0,0
"Parda","Feminino","Solteiro(a)",3,20,600,0,0
"Branca","Masculino","Solteiro(a)",2,21,600,0,0
"Parda","Feminino","Solteiro(a)",4,47,550,0,0
"Parda","Feminino","Solteiro(a)",3,33,500,70,0
"Branca","Masculino","Solteiro(a)",6,44,600,0,0
"Branca","Masculino","Solteiro(a)",4,47,600,0,0
"Branca","Masculino","Solteiro(a)",4,20,550,0,0
"Parda","Feminino","Solteiro(a)",5,29,300,300,0
"Branca","Feminino","Solteiro(a)",5,29,600,0,0
"Branca","Feminino","Solteiro(a)",2,48,600,0,0
"Parda","Feminino","Solteiro(a)",4,30,600,0,0
"Parda","Masculino","Solteiro(a)",3,27,600,0,0
"Branca","Feminino","Solteiro(a)",2,35,600,0,0
"Branca","Masculino","Solteiro(a)",2,21,600,0,0
"Parda","Feminino","Solteiro(a)",5,43,600,0,0
"Parda","Feminino","Solteiro(a)",5,37,600,0,0
"Parda","Masculino","Solteiro(a)",3,42,600,0,0
"Parda","Feminino","Solteiro(a)",6,27,600,0,0
"Branca","Feminino","Solteiro(a)",4,22,600,0,0
"Parda","Masculino","Solteiro(a)",4,23,600,0,0
"Parda","Feminino","Solteiro(a)",5,20,600,0,0
"Parda","Feminino","Solteiro(a)",3,43,600,0,0
"Parda","Masculino","Solteiro(a)",5,23,600,0,0
"Preta","Masculino","Solteiro(a)",1,32,600,0,0
"Preta","Masculino","Solteiro(a)",3,26,600,0,0
"Branca","Masculino","Solteiro(a)",4,29,550,0,0
"Parda","Feminino","Solteiro(a)",2,30,600,0,0
"Branca","Feminino","Solteiro(a)",2,31,600,0,0
"Preta","Feminino","Solteiro(a)",3,23,558,0,0
"Parda","Masculino","Solteiro(a)",5,22,600,0,0
"Parda","Masculino","Solteiro(a)",6,24,530,0,0
"Branca","Feminino","Solteiro(a)",2,20,600,0,0
"Branca","Feminino","Solteiro(a)",2,29,600,0,0
"Parda","Feminino","Solteiro(a)",2,33,580,0,0
"Preta","Masculino","Solteiro(a)",6,19,600,0,0
"Parda","Masculino","Solteiro(a)",3,18,600,0,0
"Parda","Feminino","Solteiro(a)",5,29,600,0,0
"Preta","Feminino","Solteiro(a)",2,54,560,0,0
"Parda","Feminino","Solteiro(a)",4,33,600,0,0
"Parda","Feminino","Solteiro(a)",2,41,600,0,0
"Parda","Feminino","Solteiro(a)",4,31,600,0,0
"Amarela","Feminino","Solteiro(a)",3,24,550,0,0
"Branca","Masculino","Solteiro(a)",4,32,600,0,0
"Parda","Feminino","Solteiro(a)",3,25,600,0,0
"Branca","Masculino","Solteiro(a)",2,19,600,0,0
"Branca","Feminino","Solteiro(a)",2,39,550,0,0
"Parda","Feminino","Solteiro(a)",3,48,600,0,0
"Branca","Masculino","Solteiro(a)",4,22,600,0,0
"Parda","Masculino","Solteiro(a)",7,19,600,0,0
"Preta","Feminino","Solteiro(a)",3,22,600,0,0
"Parda","Masculino","Solteiro(a)",3,25,600,0,0
"Parda","Masculino","Solteiro(a)",3,22,585,0,0
"Branca","Feminino","Solteiro(a)",2,38,600,0,0
"Branca","Feminino","Solteiro(a)",5,28,600,0,0
"Parda","Masculino","Solteiro(a)",4,41,450,0,112
"Branca","Masculino","Solteiro(a)",4,31,600,0,0
"Branca","Feminino","Viúvo(a)",1,54,600,0,0
"Branca","Feminino","Casado(a)",4,31,600,0,0
"Branca","Feminino","Solteiro(a)",4,36,600,0,0
"Branca","Feminino","Casado(a)",2,60,700,0,0
"Branca","Masculino","Casado(a)",2,21,800,0,0
"Branca","Feminino","Casado(a)",3,27,700,0,0
"Branca","Feminino","Casado(a)",3,55,800,0,0
"Branca","Feminino","Casado(a)",2,29,510,0,100
"Parda","Masculino","Casado(a)",2,34,800,0,0
"Parda","Masculino","Casado(a)",2,33,700,0,0
"Parda","Feminino","Casado(a)",2,31,700,0,0
"Branca","Masculino","Casado(a)",5,43,800,0,0
"Parda","Masculino","Casado(a)",5,55,700,0,0
"Branca","Masculino","Casado(a)",3,52,600,0,200
"Branca","Feminino","Casado(a)",2,27,800,0,0
"Parda","Feminino","Casado(a)",2,50,700,0,0
"Branca","Masculino","Casado(a)",4,34,700,0,0
"Branca","Masculino","Casado(a)",3,35,800,0,0
"Branca","Feminino","Casado(a)",4,47,800,0,0
"Branca","Feminino","Casado(a)",3,27,700,0,0
"Parda","Feminino","Casado(a)",2,34,700,0,0
"Branca","Masculino","Casado(a)",5,49,800,0,0
"Branca","Feminino","Casado(a)",4,53,750,0,0
"Branca","Feminino","Casado(a)",3,50,800,0,0
"Branca","Masculino","Casado(a)",2,25,800,0,0
"Branca","Masculino","Casado(a)",6,49,800,0,0
"Branca","Feminino","Casado(a)",3,45,800,0,0
"Parda","Feminino","Casado(a)",3,57,800,0,0
"Branca","Masculino","Casado(a)",5,50,700,0,0
"Branca","Feminino","Casado(a)",3,39,700,0,0
"Branca","Masculino","Casado(a)",3,58,800,0,0
"Parda","Masculino","Desquitado(a)",3,30,800,0,0
"Branca","Feminino","Divorciado(a)",3,46,750,0,0
"Parda","Masculino","Divorciado(a)",4,44,700,0,0
"Preta","Masculino","Solteiro(a)",1,57,800,0,0
"Branca","Feminino","Solteiro(a)",4,38,700,0,0
"Branca","Masculino","Solteiro(a)",4,36,700,0,0
"Branca","Feminino","Solteiro(a)",4,47,700,0,0
"Parda","Masculino","Solteiro(a)",3,48,750,0,0
"Branca","Feminino","Solteiro(a)",2,58,800,0,0
"Branca","Feminino","Solteiro(a)",3,24,700,0,0
"Branca","Masculino","Solteiro(a)",2,21,400,400,0
"Parda","Feminino","Solteiro(a)",2,55,700,0,0
"Preta","Masculino","Solteiro(a)",5,40,800,0,0
"Branca","Masculino","Solteiro(a)",6,42,700,0,0
"Branca","Masculino","Solteiro(a)",4,25,700,0,0
"Branca","Masculino","Solteiro(a)",2,25,800,0,0
"Parda","Masculino","Solteiro(a)",6,27,700,0,0
"Parda","Masculino","Solteiro(a)",6,61,800,0,0
"Branca","Feminino","Solteiro(a)",8,39,800,0,0
"Parda","Masculino","Solteiro(a)",4,22,700,0,0
"Branca","Feminino","Solteiro(a)",5,23,700,0,0
"Branca","Feminino","Solteiro(a)",2,43,700,0,0
"Branca","Masculino","Solteiro(a)",4,22,800,0,0
"Branca","Masculino","Solteiro(a)",4,27,750,0,0
"Branca","Feminino","Solteiro(a)",2,26,800,0,0
"Parda","Masculino","Solteiro(a)",5,28,650,0,0
"Branca","Masculino","Solteiro(a)",7,21,700,0,0
"Parda","Feminino","Solteiro(a)",1,36,800,0,0
"Parda","Masculino","Solteiro(a)",3,40,700,0,0
"Branca","Feminino","Solteiro(a)",5,39,300,150,200
"Branca","Feminino","Solteiro(a)",2,50,700,0,0
"Branca","Masculino","Solteiro(a)",2,39,700,0,0
"Branca","Masculino","Solteiro(a)",8,60,800,0,0
"Parda","Masculino","Solteiro(a)",5,19,800,0,0
"Branca","Masculino","Solteiro(a)",3,36,700,0,0
"Parda","Masculino","Viúvo(a)",5,30,800,0,0
"Branca","Masculino","Solteiro(a)",2,28,700,0,0
"Branca","Masculino","Solteiro(a)",4,35,800,0,0
"Parda","Masculino","Casado(a)",1,42,800,0,0
"Parda","Feminino","Casado(a)",3,28,770,0,0
"Branca","Masculino","Casado(a)",3,36,800,0,0
"Branca","Feminino","Casado(a)",3,34,800,0,0
"Branca","Masculino","Casado(a)",2,21,800,0,0
"Branca","Feminino","Casado(a)",2,21,800,0,0
"Branca","Masculino","Casado(a)",2,24,730,0,0
"Branca","Feminino","Casado(a)",3,54,700,0,0
"Parda","Masculino","Casado(a)",5,31,650,0,0
"Branca","Masculino","Casado(a)",5,38,800,0,0
"Parda","Feminino","Casado(a)",4,34,750,0,0
"Parda","Feminino","Casado(a)",5,40,700,0,0
"Parda","Masculino","Casado(a)",5,47,700,0,0
"Parda","Feminino","Casado(a)",5,34,510,0,200
"Preta","Feminino","Casado(a)",7,57,800,0,0
"Parda","Feminino","Casado(a)",2,48,800,0,0
"Branca","Feminino","Casado(a)",6,44,800,0,0
"Parda","Masculino","Casado(a)",2,32,700,0,0
"Parda","Masculino","Casado(a)",8,43,800,0,0
"Branca","Masculino","Casado(a)",3,29,730,0,0
